Timestamp,Day,City,Weather Type,Latitude,Longitude,Temperature (°C),Feels Like (°C),Min Temp (°C),Max Temp (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Cloudiness (%),Weather Condition,Rain (3h) (mm),AQI,PM2.5 (µg/m³),PM10 (µg/m³),Sunrise,Sunset
2025-04-14 00:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,23.39,23.48,23.39,23.43,65,1010,3.4,106,40,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 03:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,25.43,25.46,25.43,26.46,55,1012,2.8,172,20,few clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 06:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,32.13,30.74,32.13,32.13,28,1011,1.03,150,6,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 09:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,33.54,31.57,33.54,33.54,21,1007,3.42,69,44,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 12:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,31.17,29.57,31.17,31.17,26,1007,4.41,121,55,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 15:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,27.7,27.29,27.7,27.7,38,1010,6.0,141,36,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 18:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,24.41,24.29,24.41,24.41,53,1011,2.87,131,27,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 21:00:00,Day 1,Bengaluru,Forecast,12.9762,77.6033,23.45,23.39,23.45,23.45,59,1010,2.16,175,5,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 00:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,22.99,22.91,22.99,22.99,60,1010,1.78,165,12,few clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 03:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,26.67,26.91,26.67,26.67,46,1012,2.76,224,6,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 06:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,32.3,30.72,32.3,32.3,26,1011,0.76,275,6,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 09:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,34.75,32.57,34.75,34.75,18,1007,3.65,62,9,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 12:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,33.39,31.26,33.39,33.39,19,1006,5.91,74,39,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 15:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,30.05,29.04,30.05,30.05,33,1010,5.65,136,62,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 18:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,25.73,25.59,25.73,25.73,47,1011,3.99,237,75,light rain,0.29,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-15 21:00:00,Day 2,Bengaluru,Forecast,12.9762,77.6033,24.48,24.32,24.48,24.48,51,1010,2.12,207,17,few clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 00:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,23.19,23.05,23.19,23.19,57,1011,2.13,171,18,few clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 03:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,26.53,26.53,26.53,26.53,48,1012,2.78,198,6,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 06:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,31.92,30.84,31.92,31.92,31,1011,0.77,217,6,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 09:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,34.06,32.23,34.06,34.06,22,1007,1.97,64,18,few clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 12:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,33.42,31.63,33.42,33.42,23,1007,2.36,114,45,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 15:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,28.96,28.24,28.96,28.96,36,1010,5.2,145,95,light rain,0.11,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 18:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,27.65,27.49,27.65,27.65,42,1011,3.23,178,82,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-16 21:00:00,Day 3,Bengaluru,Forecast,12.9762,77.6033,25.83,25.83,25.83,25.83,52,1009,2.38,251,64,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 00:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,24.35,24.46,24.35,24.35,62,1010,3.65,212,37,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 03:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,26.76,27.42,26.76,26.76,54,1013,2.95,245,2,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 06:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,31.73,31.13,31.73,31.73,35,1010,2.3,274,1,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 09:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,33.65,32.24,33.65,33.65,26,1006,0.51,335,51,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 12:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,31.3,30.25,31.3,31.3,32,1007,0.67,52,63,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 15:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,30.84,29.76,30.84,30.84,32,1008,2.27,69,89,overcast clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 18:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,27.44,27.78,27.44,27.44,49,1010,3.84,241,94,overcast clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-17 21:00:00,Day 4,Bengaluru,Forecast,12.9762,77.6033,25.33,25.56,25.33,25.33,63,1008,3.93,243,5,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 00:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,23.6,23.9,23.6,23.6,72,1009,3.43,235,5,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 03:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,26.27,26.27,26.27,26.27,60,1011,3.81,256,2,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 06:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,31.63,31.59,31.63,31.63,39,1009,3.25,248,1,clear sky,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 09:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,33.93,32.72,33.93,33.93,27,1005,1.5,198,32,scattered clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 12:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,30.99,30.25,30.99,30.99,35,1004,3.44,326,55,broken clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 15:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,27.96,28.07,27.96,27.96,46,1009,2.63,80,84,light rain,1.32,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 18:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,26.13,26.13,26.13,26.13,60,1009,4.95,248,93,light rain,0.21,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-18 21:00:00,Day 5,Bengaluru,Forecast,12.9762,77.6033,25.48,25.75,25.48,25.48,64,1006,5.32,258,99,overcast clouds,0.0,3,46.05,60.06,2025-04-14 06:07:28,2025-04-14 18:31:52
2025-04-14 00:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,27.26,29.7,27.26,27.8,74,1009,4.27,24,14,few clouds,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 03:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,28.19,30.23,28.19,28.79,64,1011,2.75,32,10,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 06:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,31.43,32.93,31.43,31.43,48,1011,5.51,319,5,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 09:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,31.18,32.72,31.18,31.18,49,1007,9.63,317,5,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 12:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,31.02,33.06,31.02,31.02,52,1006,9.47,310,3,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 15:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,29.36,32.93,29.36,29.36,67,1008,8.51,315,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 18:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,29.05,32.65,29.05,29.05,69,1009,5.44,337,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 21:00:00,Day 1,Mumbai,Forecast,19.0144,72.8479,28.71,31.45,28.71,28.71,66,1007,4.54,343,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 00:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,28.45,30.96,28.45,28.45,66,1008,3.66,340,1,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 03:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,29.27,32.19,29.27,29.27,64,1010,3.87,339,5,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 06:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,30.99,33.65,30.99,30.99,55,1009,5.97,314,4,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 09:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,30.58,32.69,30.58,30.58,54,1007,9.2,312,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 12:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,30.09,32.41,30.09,30.09,57,1006,11.12,318,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 15:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,29.08,32.53,29.08,29.08,68,1008,7.84,310,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 18:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,28.85,31.72,28.85,28.85,66,1009,5.49,321,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-15 21:00:00,Day 2,Mumbai,Forecast,19.0144,72.8479,28.35,30.92,28.35,28.35,67,1008,4.27,325,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 00:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.08,30.42,28.08,28.08,67,1008,4.25,331,1,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 03:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.5,30.76,28.5,28.5,64,1010,2.9,318,5,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 06:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,29.31,31.91,29.31,29.31,62,1010,4.19,284,3,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 09:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.97,31.78,28.97,28.97,65,1008,5.74,280,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 12:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.93,32.39,28.93,28.93,69,1007,6.81,288,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 15:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.58,31.83,28.58,28.58,70,1009,5.23,295,1,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 18:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,28.35,31.36,28.35,28.35,70,1010,4.28,319,1,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-16 21:00:00,Day 3,Mumbai,Forecast,19.0144,72.8479,27.97,30.48,27.97,27.97,69,1008,3.3,329,2,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 00:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,27.49,29.82,27.49,27.49,71,1009,2.75,305,2,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 03:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,27.75,30.19,27.75,27.75,70,1011,2.31,264,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 06:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,28.06,30.78,28.06,28.06,70,1011,3.39,249,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 09:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,28.61,31.57,28.61,28.61,68,1008,4.66,260,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 12:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,28.82,31.99,28.82,28.82,68,1007,4.97,275,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 15:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,28.6,31.87,28.6,28.6,70,1008,4.68,296,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 18:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,28.22,31.1,28.22,28.22,70,1008,4.14,306,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-17 21:00:00,Day 4,Mumbai,Forecast,19.0144,72.8479,27.68,30.3,27.68,27.68,72,1006,3.24,328,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 00:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,27.32,29.61,27.32,27.32,72,1007,1.88,318,2,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 03:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,27.65,30.12,27.65,27.65,71,1009,1.62,266,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 06:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,28.14,30.94,28.14,28.14,70,1009,4.1,247,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 09:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,28.78,32.08,28.78,28.78,69,1006,5.37,251,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 12:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,28.88,32.47,28.88,28.88,70,1006,4.93,256,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 15:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,28.5,31.99,28.5,28.5,72,1007,3.9,263,0,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 18:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,28.24,31.58,28.24,28.24,73,1008,3.11,291,1,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-18 21:00:00,Day 5,Mumbai,Forecast,19.0144,72.8479,27.79,30.77,27.79,27.79,74,1006,3.1,307,4,clear sky,0.0,3,26.21,77.5,2025-04-14 06:22:02,2025-04-14 18:55:20
2025-04-14 00:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,25.57,25.46,25.57,28.6,49,1008,1.33,98,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 03:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,28.84,28.06,28.84,31.23,35,1009,1.95,145,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 06:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,35.29,33.25,35.29,35.29,19,1008,2.76,145,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 09:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,37.63,35.31,37.63,37.63,15,1006,1.71,178,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 12:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,37.32,34.97,37.32,37.32,15,1005,1.65,220,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 15:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,36.05,33.74,36.05,36.05,16,1006,1.14,139,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 18:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,33.95,31.75,33.95,33.95,18,1006,1.79,127,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-14 21:00:00,Day 1,Delhi,Forecast,28.6667,77.2167,32.0,30.03,32.0,32.0,21,1005,2.1,149,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 00:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,30.84,29.08,30.84,30.84,23,1006,2.55,165,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 03:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,33.06,31.0,33.06,33.06,20,1008,3.7,145,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 06:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,37.54,35.36,37.54,37.54,16,1008,3.47,154,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 09:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,39.99,37.55,39.99,39.99,13,1005,1.27,116,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 12:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,39.34,36.84,39.34,39.34,13,1004,1.71,88,0,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 15:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,37.54,35.07,37.54,37.54,14,1005,2.09,104,21,few clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 18:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,35.12,32.77,35.12,35.12,16,1005,2.25,127,23,few clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-15 21:00:00,Day 2,Delhi,Forecast,28.6667,77.2167,33.88,31.61,33.88,33.88,17,1004,1.97,142,24,few clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-16 00:00:00,Day 3,Delhi,Forecast,28.6667,77.2167,32.34,30.24,32.34,32.34,19,1004,0.67,115,26,scattered clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-16 03:00:00,Day 3,Delhi,Forecast,28.6667,77.2167,34.32,32.04,34.32,34.32,17,1006,1.57,100,45,scattered clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-16 06:00:00,Day 3,Delhi,Forecast,28.6667,77.2167,39.39,36.9,39.39,39.39,13,1006,1.95,205,42,scattered clouds,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-16 09:00:00,Day 3,Delhi,Forecast,28.6667,77.2167,42.61,39.61,42.61,42.61,10,1002,1.03,119,2,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
2025-04-16 12:00:00,Day 3,Delhi,Forecast,28.6667,77.2167,42.68,39.13,42.68,42.68,8,1000,0.96,331,4,clear sky,0.0,4,60.54,83.66,2025-04-14 05:56:36,2025-04-14 18:45:50
